,地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
3353,9,2021/12/27,6040.0,46.9,128.77,70.77%,住宅大樓(11層含以上有電梯),20+,八層/十九層,房地(土地+建物)+車位,土:2 建:2車:2,51,,有,有,1,陽台外推;其他增建;
3354,9,2021/8/26,5880.0,46.4,126.81,66.85%,住宅大樓(11層含以上有電梯),20+,十層/十九層,房地(土地+建物)+車位,土:2 建:2車:2,65,,有,有,1,
3355,9,2019/2/27,2500.0,62.9,39.78,75.63%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,含增建或未登記建物。;
3356,9,2019/1/5,2815.0,48.1,58.56,79.57%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,,0,含增建或未登記建物。;
3357,9,2020/11/24,6330.0,48.8,129.73,64.80%,住宅大樓(11層含以上有電梯),20+,七層/十九層,房地(土地+建物)+車位,土:2 建:2車:2,,,有,有,1,車位為子母車位含傢俱設備費;
3358,9,2022/5/16,2525.0,74.8,33.76,81.94%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,17,,無,有,0,
3359,9,2020/2/7,5880.0,55.5,106.03,,辦公商業大樓,20+,十四層/十九層,房地(土地+建物)+車位,土:2 建:2車:2,37,,有,,1,
3360,9,2019/8/16,6432.8,87.0,73.94,,辦公商業大樓,20+,五層/十四層,房地(土地+建物),土:1 建:1車:0,,,有,,1,
3361,9,2019/8/16,6328.4,87.0,72.74,,辦公商業大樓,20+,五層/十四層,房地(土地+建物),土:1 建:1車:0,,,有,,1,
3362,9,2023/3/13,1825.0,103.4,17.65,73.62%,華廈(10層含以下有電梯),20+,"九層,十層/十層",房地(土地+建物),土:1 建:1車:0,6,,有,有,1,陽台外推;
3363,9,2022/11/27,1399.0,72.1,19.4,62.06%,華廈(10層含以下有電梯),20+,六層/十層,房地(土地+建物),土:1 建:1車:0,16,,有,有,1,其他增建;
3364,9,2022/7/15,950.0,79.3,11.98,65.32%,華廈(10層含以下有電梯),20+,四層/十層,房地(土地+建物),土:1 建:1車:0,20,,有,有,1,
3365,9,2022/6/9,980.0,79.3,12.35,64.99%,華廈(10層含以下有電梯),20+,四層/十層,房地(土地+建物),土:1 建:1車:0,4,,有,有,1,
3366,9,2021/9/4,796.0,81.3,9.79,65.09%,華廈(10層含以下有電梯),20+,八層/十層,房地(土地+建物),土:1 建:1車:0,4,,有,有,1,陽台外推;夾層;其他增建;
3367,9,2021/8/16,600.0,33.5,17.91,61.48%,華廈(10層含以下有電梯),20+,七層/十層,房地(土地+建物),土:1 建:1車:0,9,,有,有,1,親友、員工、共有人或其他特殊關係間之交易;
3368,9,2020/9/30,1398.0,57.3,24.41,32.89%,華廈(10層含以下有電梯),20+,三層/十層,房地(土地+建物),土:1 建:1車:0,20,,有,有,1,陽台外推;夾層;其他增建;
3369,9,2020/9/23,989.2,28.6,34.56,65.11%,華廈(10層含以下有電梯),20+,五層/十層,房地(土地+建物)+車位,土:1 建:1車:2,,,有,有,1,
3370,9,2020/9/14,1315.0,73.4,17.91,61.48%,華廈(10層含以下有電梯),20+,五層/十層,房地(土地+建物),土:1 建:1車:0,9,,有,有,1,陽台外推;夾層;
3371,9,2020/7/4,1100.0,44.5,24.7,32.42%,華廈(10層含以下有電梯),20+,八層/十層,房地(土地+建物)+車位,土:1 建:1車:1,4,,有,有,1,
3372,9,2020/6/28,870.0,75.9,11.46,66.02%,華廈(10層含以下有電梯),20+,七層/十層,房地(土地+建物),土:1 建:1車:0,4,,有,有,1,夾層;
3373,9,2020/4/19,900.0,68.1,13.22,57.22%,套房(1房(1廳)1衛),20+,三層/十層,房地(土地+建物),土:1 建:1車:0,4,,有,,1,
3374,9,2020/3/18,955.0,66.5,14.36,66.11%,華廈(10層含以下有電梯),20+,四層/十層,房地(土地+建物),土:1 建:1車:0,4,,有,,1,
3375,9,2019/8/24,4570.0,57.6,79.37,73.60%,華廈(10層含以下有電梯),20+,"十層,九層/十層",房地(土地+建物)+車位,土:1 建:2車:2,15,,有,,1,
3376,9,2019/7/29,885.0,73.9,11.98,65.32%,套房(1房(1廳)1衛),20+,六層/十層,房地(土地+建物),土:1 建:1車:0,4,,有,,1,
3377,9,2019/5/14,1020.0,63.2,16.14,57.30%,華廈(10層含以下有電梯),20+,三層/十層,房地(土地+建物),土:1 建:1車:0,27,,有,,1,含增建或未登記建物。
3378,9,2019/2/21,1680.0,72.7,23.12,73.83%,華廈(10層含以下有電梯),20+,"九層,十層/十層",房地(土地+建物),土:1 建:1車:0,11,,有,,1,含增建或未登記建物。;
3379,9,2019/1/28,111.6,16.1,6.95,,店面（店舖),20+,地下二層/十層,房地(土地+建物),土:1 建:1車:0,,,有,,1,親友、員工或其他特殊關係間之交易。;
3380,9,2023/6/2,7500.0,83.3,89.99,44.13%,住宅大樓(11層含以上有電梯),6~10,十三層/十四層,房地(土地+建物)+車位,土:2 建:1車:2,8,,有,有,0,
3381,9,2022/10/26,6400.0,95.1,67.3,59.01%,住宅大樓(11層含以上有電梯),6~10,十層/十四層,房地(土地+建物),土:2 建:1車:0,15,,有,有,0,陽台外推;
3382,9,2022/6/23,6700.0,99.8,67.12,58.97%,住宅大樓(11層含以上有電梯),6~10,十三層/十四層,房地(土地+建物),土:2 建:1車:0,8,,有,有,0,
3383,9,2022/3/4,5350.0,71.3,75.08,41.79%,住宅大樓(11層含以上有電梯),6~10,二層/十四層,房地(土地+建物)+車位,土:2 建:1車:2,8,,有,有,0,
3384,9,2021/10/13,5308.0,73.3,72.41,45.43%,住宅大樓(11層含以上有電梯),6~10,八層/十四層,房地(土地+建物)+車位,土:2 建:1車:2,15,,有,有,0,
3385,9,2021/9/18,5730.0,78.4,73.04,45.43%,住宅大樓(11層含以上有電梯),6~10,十一層/十四層,房地(土地+建物)+車位,土:2 建:1車:2,15,,有,有,0,
3386,9,2021/8/24,4970.0,69.7,71.28,46.56%,住宅大樓(11層含以上有電梯),6~10,三層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,8,,有,有,0,
3387,9,2021/3/30,6450.0,72.0,89.64,43.76%,住宅大樓(11層含以上有電梯),6~10,二層/十四層,房地(土地+建物)+車位,土:2 建:1車:2,8,,有,有,0,
3388,9,2020/8/16,4800.0,78.2,61.38,58.45%,住宅大樓(11層含以上有電梯),6~10,七層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,
3389,18,2022/3/18,1870.0,76.6,24.42,73.12%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,11,,無,無,0,陽台外推;
3390,18,2021/12/30,13503.0,110.0,122.7,68.80%,住宅大樓(11層含以上有電梯),20+,"十三層,十四層,十五層/十五層",房地(土地+建物)+車位,土:1 建:1車:1,119,,有,有,0,其他增建;
3391,18,2021/11/26,1150.0,22.4,51.36,79.37%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,8,,無,有,0,含土地增值稅或其他稅費;親友、員工、共有人或其他特殊關係間之交易;
3392,18,2020/7/6,6966.0,106.4,65.46,69.45%,住宅大樓(11層含以上有電梯),20+,十二層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,
3393,18,2022/10/25,12304.4,100.4,122.6,55.45%,華廈(10層含以下有電梯),20+,"七層,八層/八層",房地(土地+建物)+車位,土:1 建:1車:2,28,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
3394,18,2022/11/3,13530.0,75.1,180.07,77.57%,住宅大樓(11層含以上有電梯),20+,"十三層,十四層/二十一層",房地(土地+建物)+車位,土:1 建:1車:1,93,,有,有,0,
3395,18,2019/2/22,12500.0,86.6,144.36,77.79%,住宅大樓(11層含以上有電梯),20+,"十四層,十五層,十三層/十五層",房地(土地+建物)+車位,土:1 建:1車:2,31,,有,,0,
3396,18,2023/12/17,4600.0,92.2,49.9,49.48%,住宅大樓(11層含以上有電梯),20+,十三層/十三層,房地(土地+建物),土:2 建:1車:0,15,,有,有,0,其他增建;
3397,18,2023/11/17,4600.0,91.2,50.44,48.95%,住宅大樓(11層含以上有電梯),20+,十三層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,其他增建;
3398,18,2022/4/27,9830.0,91.8,107.1,73.61%,住宅大樓(11層含以上有電梯),20+,"十三層,十四層/二十一層",房地(土地+建物)+車位,土:1 建:1車:1,59,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
3399,18,2023/7/2,5500.0,94.2,58.4,49.28%,住宅大樓(11層含以上有電梯),20+,十一層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,其他增建：花台外推。陽台外推;其他增建;
3400,18,2023/1/31,5288.0,105.5,50.13,48.75%,住宅大樓(11層含以上有電梯),20+,一層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,18,,有,有,0,
3401,18,2020/10/5,7700.0,82.9,92.92,74.60%,住宅大樓(11層含以上有電梯),20+,五層/二十一層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,有,0,
3402,18,2022/7/2,4320.0,84.6,51.08,48.61%,住宅大樓(11層含以上有電梯),20+,二層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,
3403,18,2022/2/26,4580.0,92.3,49.59,49.28%,住宅大樓(11層含以上有電梯),20+,一層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,17,,有,有,0,
3404,18,2020/3/11,6870.0,92.7,74.07,61.08%,住宅大樓(11層含以上有電梯),20+,七層/二十一層,房地(土地+建物),土:1 建:1車:0,15,,有,,0,
3405,18,2021/9/13,4300.0,85.3,50.44,48.95%,住宅大樓(11層含以上有電梯),20+,四層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,
3406,18,2021/7/2,2000.0,78.8,25.37,49.14%,住宅大樓(11層含以上有電梯),20+,八層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,14,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
3407,18,2021/1/10,4850.0,83.1,58.4,49.28%,住宅大樓(11層含以上有電梯),20+,十一層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,8,,有,有,0,陽台外推;
3408,18,2019/9/6,4300.0,63.5,67.73,81.72%,住宅大樓(11層含以上有電梯),20+,七層/十三層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,,0,親友、員工或其他特殊關係間之交易。;
3409,18,2019/8/26,8712.0,74.7,116.62,74.14%,住宅大樓(11層含以上有電梯),20+,二層/二十一層,房地(土地+建物)+車位,土:1 建:1車:2,8,,有,,0,
3410,18,2020/10/15,3000.0,59.5,50.44,48.95%,住宅大樓(11層含以上有電梯),20+,十一層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
3411,18,2020/9/27,4360.0,86.4,50.44,48.95%,住宅大樓(11層含以上有電梯),20+,十層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,
3412,18,2020/7/14,4280.0,86.5,49.49,49.10%,住宅大樓(11層含以上有電梯),20+,一層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,9,,有,有,2,陽台外推;
3413,18,2020/5/31,4050.0,79.3,51.08,48.61%,住宅大樓(11層含以上有電梯),20+,七層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,,0,
3414,18,2022/2/16,15000.0,101.3,148.02,66.69%,華廈(10層含以下有電梯),20+,"五層,六層/十層",房地(土地+建物)+車位,土:1 建:1車:2,28,,有,有,0,
3415,18,2019/5/22,4150.0,83.2,49.9,49.48%,住宅大樓(11層含以上有電梯),20+,十層/十三層,房地(土地+建物),土:2 建:1車:0,15,,有,,0,
3416,18,2023/11/7,1520.0,113.8,13.35,40.51%,華廈(10層含以下有電梯),11~20,三層/七層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,其他增建:雨遮陽台外推;其他增建;
3417,18,2021/12/21,2500.0,78.4,31.9,49.38%,華廈(10層含以下有電梯),11~20,五層/八層,房地(土地+建物)+車位,土:1 建:1車:1,4,,有,有,0,陽台外推;其他增建;
3418,18,2021/9/27,2700.0,84.6,31.9,49.38%,華廈(10層含以下有電梯),11~20,七層/八層,房地(土地+建物)+車位,土:1 建:1車:1,4,,有,有,0,陽台外推;其他增建;
3419,18,2021/9/22,5050.0,98.4,51.32,48.11%,華廈(10層含以下有電梯),11~20,四層/七層,房地(土地+建物)+車位,土:1 建:2車:1,17,,有,有,0,
3420,18,2020/3/9,4500.0,78.4,57.36,48.10%,華廈(10層含以下有電梯),11~20,六層/七層,房地(土地+建物)+車位,土:1 建:2車:2,17,,有,,0,
3421,18,2019/2/22,18500.0,147.7,125.26,62.49%,華廈(10層含以下有電梯),6~10,七層/十層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,,0,
3422,15,2023/7/27,7000.0,43.0,162.7,95.68%,住宅大樓(11層含以上有電梯),20+,"十一層,十二層/十二層",房地(土地+建物)+車位,土:1 建:1車:3,53,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
3423,15,2023/4/22,5050.0,138.8,36.38,81.08%,華廈(10層含以下有電梯),20+,一層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,其他增建;
3424,15,2022/8/24,1075.0,104.2,10.32,82.99%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
3425,15,2021/3/11,6450.0,104.2,61.88,82.99%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,有,0,
3426,15,2020/6/10,8200.0,99.2,82.63,78.61%,住宅大樓(11層含以上有電梯),20+,四層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,有,0,
3427,15,2019/6/19,18500.0,89.6,206.39,68.09%,住宅大樓(11層含以上有電梯),20+,六層/十四層,房地(土地+建物)+車位,土:1 建:1車:2,58,,有,,0,
3428,15,2019/10/21,5660.0,98.3,57.59,83.93%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,,0,
3429,15,2019/1/31,32500.0,90.8,357.91,67.27%,住宅大樓(11層含以上有電梯),20+,"十一層,十二層/十四層",房地(土地+建物)+車位,土:1 建:2車:4,129,,有,,0,
3430,15,2024/1/19,5390.0,103.5,52.08,44.53%,華廈(10層含以下有電梯),20+,九層/九層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,其他增建;
3431,15,2023/11/7,5200.0,99.8,52.08,44.53%,華廈(10層含以下有電梯),20+,三層/九層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,陽台外推;
3432,15,2023/8/1,4627.0,88.8,52.08,44.53%,華廈(10層含以下有電梯),20+,三層/九層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,
3433,15,2021/3/22,7300.0,142.6,51.21,44.83%,華廈(10層含以下有電梯),20+,一層/九層,房地(土地+建物),土:1 建:1車:0,20,,有,有,3,
3434,15,2020/7/12,4038.0,77.5,52.08,44.53%,華廈(10層含以下有電梯),20+,二層/九層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,陽台外推;
3435,15,2020/6/21,7600.0,148.4,51.21,44.83%,華廈(10層含以下有電梯),20+,一層/九層,房地(土地+建物)+車位,土:1 建:1車:1,20,,有,有,3,陽台外推;
3436,15,2020/6/12,16500.0,120.6,136.77,59.19%,住宅大樓(11層含以上有電梯),20+,"四層,五層/十二層",房地(土地+建物)+車位,土:1 建:1車:2,58,,有,有,0,陽台外推;其他增建;
3437,15,2019/12/31,4080.0,78.3,52.08,44.53%,華廈(10層含以下有電梯),20+,七層/九層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,,0,
3438,15,2021/3/2,9250.0,144.2,64.16,53.84%,華廈(10層含以下有電梯),20+,一層/八層,房地(土地+建物)+車位,土:1 建:1車:2,15,,有,有,0,
3439,15,2019/12/17,8930.0,95.0,94.04,64.99%,華廈(10層含以下有電梯),20+,二層/十層,房地(土地+建物)+車位,土:1 建:1車:2,15,,有,,0,
3440,15,2019/6/10,4080.0,78.3,52.08,44.53%,華廈(10層含以下有電梯),20+,六層/八層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,,0,含增建或未登記建物。;
3441,15,2019/3/27,4088.0,78.5,52.08,44.53%,華廈(10層含以下有電梯),20+,六層/九層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,,0,含增建或未登記建物。;
3442,15,2023/8/30,3161.3,69.6,45.4,59.56%,華廈(10層含以下有電梯),11~20,三層/七層,房地(土地+建物)+車位,土:1 建:1車:2,31,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
3443,15,2019/10/2,30358.6,145.8,208.16,56.20%,住宅大樓(11層含以上有電梯),11~20,十二層/十六層,房地(土地+建物)+車位,土:1 建:1車:3,130,,有,,0,
3444,15,2023/10/27,1990.0,133.6,14.9,58.59%,住宅大樓(11層含以上有電梯),11~20,十八層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;
3445,15,2023/8/10,2660.0,135.0,19.7,57.49%,住宅大樓(11層含以上有電梯),11~20,十八層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;
3446,15,2023/6/21,2098.0,137.0,15.31,64.87%,住宅大樓(11層含以上有電梯),11~20,十八層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,
3447,15,2023/2/27,1995.0,133.0,15.0,64.29%,住宅大樓(11層含以上有電梯),11~20,十九層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,
3448,15,2023/1/12,4300.0,143.0,30.06,57.55%,住宅大樓(11層含以上有電梯),11~20,十二層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,
3449,15,2022/12/25,2600.0,103.1,25.23,33.81%,住宅大樓(11層含以上有電梯),11~20,七層/十九層,房地(土地+建物)+車位,土:1 建:1車:1,11,,有,有,0,
3450,15,2022/11/6,2110.0,140.6,15.01,59.79%,住宅大樓(11層含以上有電梯),11~20,十四層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,雨遮陽台外推;其他增建;
3451,15,2022/10/4,1850.0,126.2,14.66,61.86%,住宅大樓(11層含以上有電梯),11~20,八層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,
3452,15,2022/9/19,2022.0,135.7,14.9,58.59%,住宅大樓(11層含以上有電梯),11~20,十三層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;
3453,15,2022/9/19,2199.0,140.0,15.71,59.08%,住宅大樓(11層含以上有電梯),11~20,十六層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,
3454,15,2022/8/29,2000.0,134.3,14.9,58.59%,住宅大樓(11層含以上有電梯),11~20,十六層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;
3455,15,2022/6/25,1960.0,130.5,15.02,64.83%,住宅大樓(11層含以上有電梯),11~20,十五層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,
3456,15,2022/4/4,1937.0,130.0,14.9,58.59%,住宅大樓(11層含以上有電梯),11~20,九層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,
3457,15,2022/3/23,2888.0,150.0,19.26,60.70%,住宅大樓(11層含以上有電梯),11~20,十九層/十九層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;
