,地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
6215,4,2023/12/15,888.0,47.9,18.54,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台,騎樓/四層",房地(土地+建物),土:1 建:1車:0,4,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6216,4,2023/11/30,1570.0,74.9,20.95,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,
6217,4,2023/10/8,1500.0,63.6,23.59,100.00%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:2 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6218,4,2023/9/27,1458.0,69.6,20.95,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,27,,無,無,0,
6219,4,2023/9/18,1488.0,86.4,17.22,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,其他增建;
6220,4,2023/8/30,2270.0,108.3,20.95,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,11,,無,無,0,
6221,4,2023/7/11,2300.0,82.2,27.99,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,155,,無,無,0,陽台外推;頂樓加蓋;
6222,4,2023/5/23,1798.0,113.7,15.81,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6223,4,2023/3/30,1400.0,59.4,23.59,100.00%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:2 建:1車:0,9,,無,無,0,
6224,4,2023/3/5,2475.0,90.7,27.28,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,
6225,4,2023/3/1,2425.0,86.9,27.9,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,40,,無,無,0,陽台外推;其他增建;
6226,4,2023/2/20,1080.0,39.6,27.28,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽台/四層",房地(土地+建物),土:2 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6227,4,2022/12/15,2198.0,75.5,29.09,85.39%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:2 建:1車:0,18,,無,無,0,
6228,4,2022/11/10,6800.0,248.6,27.35,100.00%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:2 建:1車:0,,,無,無,0,具重建或重劃、都更等效益;
6229,4,2022/10/6,2400.0,75.8,31.67,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,10,,無,無,0,
6230,4,2022/8/22,3008.0,90.5,33.22,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,15,,無,無,0,陽台外推;其他增建;
6231,4,2022/4/28,2650.0,78.4,33.8,100.00%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:2 建:1車:0,67,,無,無,0,
6232,4,2022/4/27,2128.0,62.7,33.95,100.00%,公寓(5樓含以下無電梯),20+,"三層,露台/四層",房地(土地+建物),土:2 建:1車:0,15,,無,無,0,
6233,4,2022/2/28,2650.0,81.0,32.71,89.57%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,陽台外推;
6234,4,2021/10/12,2650.0,80.8,32.78,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,其他增建;
6235,4,2023/12/16,1500.0,69.4,21.62,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,9,,無,無,0,鐵鋁窗增建
6236,4,2023/6/30,1710.0,82.1,20.82,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,陽台外推;
6237,4,2022/12/5,2000.0,74.9,26.7,100.00%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,27,,無,無,0,四親等間之買賣親友、員工、共有人或其他特殊關係間之交易;
6238,4,2022/9/16,600.0,73.7,8.14,100.00%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,27,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6239,4,2022/9/5,1620.0,77.3,20.95,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,59,,無,無,0,頂樓加蓋;
6240,4,2022/6/22,1595.0,75.1,21.23,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6241,4,2022/6/10,2000.0,72.4,27.61,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6242,4,2021/12/20,275.0,122.9,2.24,100.00%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6243,4,2021/4/11,1560.0,70.1,22.26,89.07%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,陽台外推;
6244,4,2020/11/18,1345.0,62.7,21.44,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,無,0,陽台外推;
6245,4,2020/10/12,147.0,52.3,2.81,100.00%,公寓(5樓含以下無電梯),20+,"二層,露台/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6246,4,2020/6/28,1575.0,64.6,24.39,87.88%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,8,,無,無,0,含裝潢費;陽台外推;
6247,4,2020/4/22,153.0,68.0,2.25,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,0,,無,,0,
6248,4,2019/3/12,1600.0,64.5,24.79,85.48%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,23,,無,,0,陽台外推
6249,4,2024/1/16,2080.0,69.0,30.13,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,71,,無,無,0,其他增建;
6250,4,2023/11/12,2810.0,78.3,35.88,87.12%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,8,,無,無,0,其他增建;
6251,4,2023/9/17,3020.0,115.0,26.26,100.00%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,91,,無,無,0,空地增建其他增建;
6252,4,2023/7/31,1000.0,66.0,15.14,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽台/四層",房地(土地+建物),土:2 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6253,4,2023/6/16,1800.0,59.4,30.32,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,
6254,4,2023/1/5,2200.0,101.7,21.62,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,6,,無,無,0,其他增建;
6255,4,2022/10/16,1500.0,71.8,20.9,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,27,,無,無,0,陽台外推;其他增建;
6256,4,2020/11/12,5418.0,210.5,25.73,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台,騎樓/四層",房地(土地+建物),土:1 建:1車:0,,,無,無,0,二等親間買賣案件親友、員工、共有人或其他特殊關係間之交易;陽台外推;其他增建;未登記建物;
6257,4,2020/8/9,1650.0,70.6,23.38,89.73%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,11,,無,無,0,頂樓加蓋;其他增建;
6258,4,2020/6/7,1730.0,74.0,23.38,89.73%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,11,,無,無,0,其他增建;
6259,4,2020/5/27,1505.0,66.8,22.53,88.01%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:2 建:1車:0,154,,無,,0,含增建或未登記建物。
6260,4,2019/12/5,1135.0,53.0,21.44,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,27,,有,,0,
6261,4,2024/1/31,1000.0,102.0,9.8,82.31%,華廈(10層含以下有電梯),20+,"五層,陽臺/七層",房地(土地+建物),土:1 建:1車:0,20,,有,有,0,其他增建;
6262,4,2023/11/12,1800.0,81.6,22.05,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,9,,無,無,0,陽台外推;
6263,4,2023/10/15,2758.0,109.7,25.15,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,17,,無,無,0,其他增建;
6264,4,2023/4/1,2828.0,91.7,30.83,86.75%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,
6265,4,2023/3/4,2050.0,68.0,30.13,88.70%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:2 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6266,4,2023/1/9,2650.0,120.2,22.05,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台,騎樓/四層",房地(土地+建物),土:1 建:1車:0,,,無,無,0,其他增建;
6267,4,2022/6/1,2850.0,92.7,30.73,88.86%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:2 建:1車:0,18,,無,無,0,
6268,4,2020/11/15,2240.0,70.1,31.94,82.53%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:2 建:1車:0,15,,無,無,0,陽台外推;其他增建;
6269,4,2020/5/16,1570.0,66.6,23.59,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:2 建:1車:0,27,,無,,0,
6270,4,2019/11/22,1518.0,64.3,23.59,87.72%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:2 建:1車:0,9,,無,,0,
6271,4,2019/10/29,1770.0,64.3,27.51,88.93%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,18,,無,,0,
6272,4,2019/8/8,2200.0,67.3,32.71,88.58%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,42,,無,,0,含增建或未登記建物。;
6273,4,2019/5/19,1268.0,58.3,21.77,88.80%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,,0,含增建或未登記建物。
6274,4,2019/4/14,1500.0,68.9,21.77,88.80%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,,0,親友、員工或其他特殊關係間之交易。;
6275,4,2023/12/16,2500.0,84.2,29.68,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽臺/四層",房地(土地+建物),土:2 建:1車:0,15,,無,無,0,陽台外推;
6276,4,2023/12/12,2320.0,79.9,29.02,83.87%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,40,,無,無,0,陽台外推;
6277,4,2023/8/11,1466.0,43.3,33.88,87.60%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6278,4,2023/5/9,2150.0,70.2,30.62,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,80,,無,無,0,頂樓加蓋;
6279,4,2023/2/21,390.0,40.1,9.73,97.64%,華廈(10層含以下有電梯),20+,"四層,陽台/七層",房地(土地+建物),土:1 建:1車:0,4,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6280,4,2022/2/10,2435.0,89.2,27.3,100.00%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:2 建:1車:0,18,,無,無,0,
6281,4,2022/2/9,1150.0,93.9,12.25,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,10,,無,無,5,二親等間自有資金買賣親友、員工、共有人或其他特殊關係間之交易;
6282,4,2022/1/10,1776.0,61.2,29.02,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽台/四層",房地(土地+建物),土:2 建:1車:0,15,,無,無,0,
6283,4,2021/12/17,1861.0,63.0,29.54,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,陽台外推;
6284,4,2021/12/12,1750.0,59.2,29.54,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,其他增建;
6285,4,2021/7/27,2698.0,89.0,30.32,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台/四層",房地(土地+建物),土:1 建:1車:0,15,,無,無,0,
6286,4,2021/2/21,1318.0,62.7,21.01,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,
6287,4,2020/10/24,850.0,82.0,10.37,85.04%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,,,無,無,0,
6288,4,2020/7/26,1435.0,64.2,22.35,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,9,,無,無,0,陽台外推;其他增建;
6289,4,2019/10/28,1470.0,62.6,23.47,88.18%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,,0,
6290,4,2019/4/8,650.0,47.6,13.67,87.74%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,18,,無,,0,建物只有1/2急買急賣。;
6291,4,2024/1/10,2100.0,66.1,31.79,85.99%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,27,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;
6292,4,2024/1/7,2200.0,73.9,29.75,86.31%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,8,,無,無,0,頂樓加蓋;
6293,4,2023/10/2,2500.0,95.7,26.11,75.17%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;
6294,4,2023/3/3,13250.0,238.4,55.58,91.73%,華廈(10層含以下有電梯),20+,"一層,騎樓/十層",房地(土地+建物),土:2 建:1車:0,,,有,有,1,
6295,4,2023/1/17,6788.0,83.8,81.05,87.68%,華廈(10層含以下有電梯),20+,五層/十層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,陽台外推;
6296,4,2022/12/18,1550.0,72.2,21.47,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,27,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6297,4,2022/12/18,1550.0,72.2,21.47,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,27,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6298,4,2022/12/6,1928.0,69.4,27.8,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,
6299,4,2022/10/8,1820.0,65.5,27.8,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,其他增建;
6300,4,2022/4/23,1320.0,111.8,11.8,80.45%,華廈(10層含以下有電梯),20+,"六層,陽台/七層",房地(土地+建物),土:1 建:1車:0,11,,無,有,0,建築物含有:陽台外推(約0.5坪左右)
6301,4,2022/2/12,2290.0,79.8,28.7,89.95%,華廈(10層含以下有電梯),20+,"五層,陽台/七層",房地(土地+建物),土:1 建:1車:0,15,,無,有,0,
6302,4,2021/11/27,2310.0,84.5,27.33,87.24%,華廈(10層含以下有電梯),20+,"七層,陽台/七層",房地(土地+建物),土:2 建:1車:0,27,,有,有,0,陽台外推;
6303,4,2021/11/5,930.0,78.8,11.8,80.45%,華廈(10層含以下有電梯),20+,"六層,陽台/七層",房地(土地+建物),土:1 建:1車:0,,,有,有,0,
6304,4,2021/1/30,1528.0,70.0,21.84,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,66,,無,無,0,陽台外推;頂樓加蓋;
6305,4,2020/10/15,1868.0,63.6,29.35,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:2 建:1車:0,15,,無,無,0,
6306,4,2020/5/9,1350.0,62.4,21.62,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,11,,無,,0,防火巷增建.前後陽台外推
6307,4,2020/2/18,800.0,77.1,10.37,85.04%,套房(1房(1廳)1衛),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,,,無,,0,
6308,4,2019/11/10,2180.0,66.1,33.0,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,15,,無,,0,公同共有房地讓售親友、員工或其他特殊關係間之交易。;
6309,4,2019/3/19,1570.0,66.6,23.57,88.50%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:2 建:1車:0,9,,無,,0,親友、員工或其他特殊關係間之交易。;
6310,4,2024/1/21,2500.0,51.5,48.55,70.45%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,27,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
6311,4,2023/6/21,2970.0,81.2,36.57,80.18%,華廈(10層含以下有電梯),20+,三層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
6312,4,2022/11/29,1638.0,62.0,26.42,85.47%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,陽台外推;
6313,4,2022/10/25,310.0,54.0,5.74,89.30%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6314,4,2022/8/15,246.1,35.3,6.98,89.38%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,46,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6315,4,2022/5/21,1150.0,49.5,23.23,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,
6316,4,2022/5/6,2268.0,80.3,28.25,88.33%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,46,,無,無,0,陽台外推;其他增建;
6317,4,2022/4/29,5250.0,113.9,46.1,84.57%,華廈(10層含以下有電梯),20+,七層/十層,房地(土地+建物),土:2 建:1車:0,15,,有,有,0,陽台外推;
6318,4,2022/1/17,1400.0,55.6,25.17,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,含土地增值稅或其他稅費;親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;
6319,4,2021/10/18,3650.0,96.3,37.91,100.00%,公寓(5樓含以下無電梯),20+,"一層,平台/四層",房地(土地+建物),土:2 建:1車:0,,,無,無,0,
6320,4,2021/8/23,2340.0,85.6,27.33,87.24%,華廈(10層含以下有電梯),20+,"五層,陽台/七層",房地(土地+建物),土:2 建:1車:0,71,,有,有,0,
6321,4,2021/6/16,1862.0,74.5,25.0,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,
6322,4,2020/11/24,2500.0,87.1,28.7,89.95%,華廈(10層含以下有電梯),20+,"六層,陽臺/七層",房地(土地+建物),土:1 建:1車:0,9,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6323,4,2020/11/11,500.0,51.0,9.8,82.31%,華廈(10層含以下有電梯),20+,"七層,陽臺/七層",房地(土地+建物),土:1 建:1車:0,,,有,有,0,本案係親友間之交易親友、員工、共有人或其他特殊關係間之交易;
6324,4,2020/11/10,1030.0,37.7,27.33,87.24%,華廈(10層含以下有電梯),20+,"五層,陽台/七層",房地(土地+建物),土:2 建:1車:0,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6325,4,2020/9/6,1920.0,61.5,31.23,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽台/四層",房地(土地+建物),土:2 建:1車:0,15,,無,無,0,陽台外推;其他增建;
6326,4,2020/6/19,240.0,54.4,4.41,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6327,4,2020/2/25,1200.0,45.9,26.14,100.00%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,,0,親友、員工或其他特殊關係間之交易。;
6328,4,2023/2/11,2888.0,73.0,39.54,79.46%,住宅大樓(11層含以上有電梯),20+,七層/十二層,房地(土地+建物),土:3 建:1車:0,8,,有,有,0,其他增建;
6329,4,2022/7/8,2770.0,110.0,25.19,74.57%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,17,,無,有,0,陽台外推;
6330,4,2022/5/25,2120.0,80.4,26.37,76.64%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,14,,無,有,0,陽台外推;
6331,4,2022/1/13,2420.0,86.5,27.98,88.66%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,9,,無,無,0,
6332,4,2021/12/20,2858.0,93.6,30.53,85.78%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:3 建:1車:0,71,,無,無,0,頂樓加蓋;
6333,4,2021/9/18,5810.0,97.5,59.57,86.22%,華廈(10層含以下有電梯),20+,二層/十層,房地(土地+建物),土:2 建:1車:0,28,,有,有,0,陽台外推;其他增建;
6334,4,2021/4/16,1454.0,21.0,69.08,86.56%,華廈(10層含以下有電梯),20+,三層/十層,房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6335,4,2021/4/12,2400.0,83.8,28.66,88.62%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,
6336,4,2021/3/14,1128.0,53.2,21.19,88.34%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6337,4,2020/11/27,1525.0,64.2,23.74,100.00%,公寓(5樓含以下無電梯),20+,"三層,陽台/四層",房地(土地+建物),土:2 建:1車:0,9,,無,無,0,陽台外推;
6338,4,2020/10/16,950.0,76.6,12.4,79.05%,華廈(10層含以下有電梯),20+,"四層,陽台/七層",房地(土地+建物),土:1 建:1車:0,4,,無,有,0,陽台外推;
6339,4,2020/9/8,920.0,71.2,12.92,82.14%,華廈(10層含以下有電梯),20+,"三層,陽台/七層",房地(土地+建物),土:1 建:1車:0,4,,無,有,0,陽台外推;
6340,4,2020/2/11,2550.0,88.8,28.7,89.95%,華廈(10層含以下有電梯),20+,"四層,陽台/七層",房地(土地+建物),土:1 建:1車:0,15,,無,,0,
6341,4,2019/12/17,2266.0,81.2,27.89,87.50%,華廈(10層含以下有電梯),20+,"六層,陽台/七層",房地(土地+建物),土:2 建:1車:0,18,,有,,0,
6342,4,2023/8/27,1900.0,68.2,27.84,87.64%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:2 建:1車:0,18,,無,無,0,陽台外推;其他增建;
6343,4,2023/4/9,4000.0,89.0,44.95,74.62%,住宅大樓(11層含以上有電梯),20+,二層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6344,4,2020/5/22,1780.0,59.8,29.75,86.31%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,18,,無,,0,含增建或未登記建物。;
6345,4,2019/11/1,2173.0,80.0,27.17,93.62%,華廈(10層含以下有電梯),20+,"七層,陽台/七層",房地(土地+建物),土:1 建:1車:0,17,,有,,0,
6346,4,2024/1/23,1600.0,69.7,22.97,69.70%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6347,4,2023/12/27,3277.0,91.0,36.01,71.04%,住宅大樓(11層含以上有電梯),20+,十一層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6348,4,2023/11/4,3388.0,94.1,36.02,71.02%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,陽台外推;其他增建;
6349,4,2023/6/26,3800.0,89.4,42.52,70.46%,住宅大樓(11層含以上有電梯),20+,十層/十二層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,
6350,4,2022/7/8,5830.0,84.4,69.11,85.90%,住宅大樓(11層含以上有電梯),20+,九層/十二層,房地(土地+建物)+車位,土:4 建:1車:1,18,,有,有,0,
6351,4,2022/6/5,2700.0,84.7,31.88,84.36%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,無,0,陽台外推;
6352,4,2021/11/20,5268.0,103.0,51.16,80.65%,住宅大樓(11層含以上有電梯),20+,四層/十二層,房地(土地+建物),土:4 建:1車:0,15,,有,有,0,其他增建;
6353,4,2021/8/15,5000.0,100.0,50.02,80.52%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:4 建:1車:0,27,,有,有,0,陽台外推;
6354,4,2021/5/28,3100.0,84.8,36.57,80.18%,華廈(10層含以下有電梯),20+,七層/七層,房地(土地+建物),土:1 建:1車:0,68,,有,有,0,頂樓加蓋;
6355,4,2021/4/27,6150.0,128.0,48.05,70.42%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,8,,有,有,0,
6356,4,2021/4/3,2300.0,62.1,37.05,77.96%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,71,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;
6357,4,2021/1/6,5988.0,124.6,48.05,70.42%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6358,4,2020/3/22,1700.0,53.4,31.83,87.53%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,66,,無,,0,含增建或未登記建物。
