地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
松德路,2020/6/24,3700,91.1,40.63,81.10%,住宅大樓(11層含以上有電梯),26,"一層,地下一層/二十四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,有,商業用,
松德路,2020/5/22,4588,76.5,59.99,74.83%,住宅大樓(11層含以上有電梯),26,四層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,,住家用,
松德路,2020/5/18,4500,76.2,59.09,94.27%,住宅大樓(11層含以上有電梯),26,五層/二十四層,房地(土地+建物)+車位,土:1 建:2車:1,4房2廳2衛,,有,,住家用,
松德路,2020/5/13,1330,44.3,30.03,74.61%,住宅大樓(11層含以上有電梯),26,七層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2020/4/13,800,91.2,8.78,70.63%,住宅大樓(11層含以上有電梯),26,十層/二十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,,住家用,
松德路,2019/7/29,4198,56.9,73.82,,辦公商業大樓,26,"二十層,二十一層/三十層",房地(土地+建物)+車位,土:1 建:2車:2,4房2廳2衛,,有,,商業用,
松德路,2019/4/3,4480,60.6,73.88,,辦公商業大樓,26,"十九層,二十層/三十層",房地(土地+建物)+車位,土:1 建:1車:2,2廳3衛,,有,,商業用,含增建或未登記建物。;
松德路,2019/3/29,3528,49.6,71.07,,辦公商業大樓,26,四層/三十層,房地(土地+建物)+車位,土:1 建:1車:1,4房1廳1衛,,有,,商業用,含增建或未登記建物。
松德路,2020/6/24,5688,77.3,73.56,50.28%,住宅大樓(11層含以上有電梯),25,十九層/二十一層,房地(土地+建物),土:2 建:2車:0,3房1廳,,有,有,其他,
松德路,2019/10/20,4480,74.7,59.97,74.73%,住宅大樓(11層含以上有電梯),25,九層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,,住家用,
松德路,2019/8/18,4735,137.7,34.39,,店面（店舖),25,一層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,1廳,,有,,商業用,
松德路,2019/7/5,5200,81.7,63.62,90.99%,住宅大樓(11層含以上有電梯),25,十七層/二十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,住家用,
松德路,2019/6/26,5425,85.5,63.42,73.25%,住宅大樓(11層含以上有電梯),25,十五層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,,住家用,
松德路,2019/5/25,4350,72.4,60.06,89.92%,住宅大樓(11層含以上有電梯),25,三層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,,住家用,
松德路,2019/3/13,4900,91.6,53.47,64.32%,住宅大樓(11層含以上有電梯),24,二層/二十三層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,有,,住家用,
松德路,2022/4/30,6830,121.1,56.39,63.39%,住宅大樓(11層含以上有電梯),23,十四層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,陽台外推;
松德路,2022/1/7,3932,59.1,66.5,47.65%,住宅大樓(11層含以上有電梯),23,四層/十八層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,有,住家用,本案為二等親間之持分房地產權買賣。本案過戶所產生之土地增值稅、契稅等全部產權移轉相關稅費由買方全部負擔。親友、員工、共有人或其他特殊關係間之交易;陽台外推;
松德路,2019/4/28,3950,65.5,60.34,,辦公商業大樓,23,九層/二十一層,房地(土地+建物)+車位,土:2 建:1車:3,,,有,,其他,
松德路,2020/6/28,6138,108.8,56.39,63.39%,住宅大樓(11層含以上有電梯),21,三層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,陽台外推;
松德路,2020/1/4,7450,106.9,69.71,63.92%,住宅大樓(11層含以上有電梯),21,六層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,,住家用,含增建或未登記建物。;
松德路,2019/11/22,6688,98,68.22,63.92%,住宅大樓(11層含以上有電梯),20,五層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,住家用,
松德路,2019/4/21,6438,89.1,72.23,64.17%,住宅大樓(11層含以上有電梯),20,八層/十八層,房地(土地+建物)+車位,土:1 建:1車:2,2房2廳2衛,,有,,住家用,含增建或未登記建物。;
松德路,2023/1/5,22500,95.1,236.68,58.54%,住宅大樓(11層含以上有電梯),19,四層/十三層,房地(土地+建物)+車位,土:2 建:1車:4,6房2廳3衛,,有,有,辦公用,本案產權登載有機車位14個，編號：43~56，一個車位面積為4.05平方公尺。陽台外推;其他增建;
松德路,2021/4/8,6050,31.2,193.92,44.44%,住宅大樓(11層含以上有電梯),11,四層/十五層,房地(土地+建物)+車位,土:2 建:1車:5,4房2廳3衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2019/7/13,19168,104.2,183.98,58.63%,住宅大樓(11層含以上有電梯),9,五層/十五層,房地(土地+建物)+車位,土:2 建:1車:4,,,有,,住家用,
松德路,2023/2/13,30380,169.2,179.5,54.33%,住宅大樓(11層含以上有電梯),5,五層/十六層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳4衛,,有,有,住家用,
松高路,2023/3/6,10200,125.4,81.35,65.63%,住宅大樓(11層含以上有電梯),25,三層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,住家用,
松高路,2022/4/28,10000,107,93.42,47.61%,住宅大樓(11層含以上有電梯),24,二層/十四層,房地(土地+建物)+車位,土:1 建:1車:2,1房1廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松高路,2021/3/29,10000,104.9,95.29,49.12%,住宅大樓(11層含以上有電梯),23,八層/十四層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,有,住家用,
松高路,2020/7/30,9400,113.6,82.74,55.53%,住宅大樓(11層含以上有電梯),23,十一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳3衛,,有,有,住家用,陽台外推;其他增建;
松高路,2020/7/30,9988,103.3,96.67,48.42%,住宅大樓(11層含以上有電梯),23,十一層/十四層,房地(土地+建物)+車位,土:1 建:1車:2,3房1廳2衛,,有,有,住家用,其他增建;
松高路,2020/7/22,8280,101.8,81.35,56.48%,住宅大樓(11層含以上有電梯),23,一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,,,有,有,住家用,
松高路,2020/1/10,9200,111.4,82.56,56.69%,住宅大樓(11層含以上有電梯),22,一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳3衛,,有,,住家用,含增建或未登記建物。;
松高路,2019/9/12,1100,55.3,19.89,,住宅大樓(11層含以上有電梯),22,十三層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,,住家用,親友、員工或其他特殊關係間之交易。;
松高路,2019/4/17,7710,93.9,82.07,64.13%,住宅大樓(11層含以上有電梯),21,一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,,住家用,鄰居間買賣親友、員工或其他特殊關係間之交易。;
松高路,2019/4/17,8290,95.5,86.76,64.64%,住宅大樓(11層含以上有電梯),21,一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,,住家用,鄰居間買賣親友、員工或其他特殊關係間之交易。;
松高路,2019/3/12,1092,58.6,18.65,51.96%,住宅大樓(11層含以上有電梯),21,十三層/十四層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,,無,,住家用,親友、員工或其他特殊關係間之交易。;
松高路,2023/12/5,497876.4,144.3,3450.29,43.57%,住宅大樓(11層含以上有電梯),19,地下二層/三十層,房地(土地+建物)+車位,土:1 建:1車:32,,,有,有,商業用,"含營業稅39,514,000元"
松高路,2022/12/2,145188,175.3,828.21,44.54%,住宅大樓(11層含以上有電梯),18,十五層/三十層,房地(土地+建物)+車位,土:1 建:3車:10,,,有,有,辦公用,陽台外推;
松高路,2020/9/25,62187.2,156,398.64,54.95%,住宅大樓(11層含以上有電梯),16,二十九層/三十層,房地(土地+建物)+車位,土:1 建:2車:4,,,有,有,辦公用,
松高路,2019/6/18,53011,133.1,398.35,,辦公商業大樓,15,十八層/三十層,房地(土地+建物)+車位,土:1 建:1車:4,,,有,,辦公用,
松高路,2019/5/28,55032.2,127.9,430.15,,辦公商業大樓,14,二十七層/三十層,房地(土地+建物)+車位,土:1 建:1車:6,,,有,,辦公用,
松高路,2019/5/28,55367.8,128.7,430.15,,辦公商業大樓,14,二十八層/三十層,房地(土地+建物)+車位,土:1 建:1車:6,,,有,,辦公用,
松高路,2019/5/28,54967.8,132.6,414.39,,辦公商業大樓,14,二十八層/三十層,房地(土地+建物)+車位,土:1 建:1車:5,,,有,,辦公用,
松高路,2019/5/28,54632.2,131.8,414.39,,辦公商業大樓,14,二十七層/三十層,房地(土地+建物)+車位,土:1 建:1車:5,,,有,,辦公用,
松隆路,2023/9/18,2000,75.5,26.47,100.00%,公寓(5樓含以下無電梯),54,"二層,露台/四層",房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,陽台外推;
松隆路,2023/5/15,1950,73.7,26.47,100.00%,公寓(5樓含以下無電梯),53,"四層,露台/四層",房地(土地+建物),土:1 建:1車:0,6房4廳2衛,,無,無,住家用,頂樓加蓋;
松隆路,2023/12/18,4588,206.2,22.25,100.00%,公寓(5樓含以下無電梯),51,"一層,平台,騎樓/四層",房地(土地+建物),土:1 建:1車:0,1廳1衛,,無,無,住家用,其他增建;
松隆路,2023/11/27,1650,74.4,22.18,100.00%,公寓(5樓含以下無電梯),50,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,二等親買賣親友、員工、共有人或其他特殊關係間之交易;
松隆路,2023/8/8,1652,83.2,19.85,100.00%,公寓(5樓含以下無電梯),50,"三層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,陽台外推;其他增建;
松隆路,2023/6/19,1064,72.1,14.76,100.00%,公寓(5樓含以下無電梯),50,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,陽台外推;
松隆路,2023/6/19,1236,72.1,17.15,100.00%,公寓(5樓含以下無電梯),50,二層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳,,無,無,住家用,
松隆路,2022/12/12,210,0,2.67,,透天厝,50,全/二層,房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,市場攤位;
松隆路,2021/8/17,200,0,2.67,,透天厝,48,全/二層,房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,市場攤位;
松隆路,2021/3/8,190,0,2.67,,透天厝,48,全/二層,房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,市場攤位;
松隆路,2023/12/23,1850,64.6,28.64,88.69%,公寓(5樓含以下無電梯),47,四層/四層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用,未登記建物;
松隆路,2023/11/26,2200,81.6,26.98,93.83%,公寓(5樓含以下無電梯),47,"一層,騎樓/四層",房地(土地+建物),土:3 建:1車:0,1廳1衛,,無,無,住商用,
松隆路,2023/6/24,1870,78,23.98,100.00%,公寓(5樓含以下無電梯),47,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,頂樓加蓋;
松隆路,2020/11/5,200,74.9,2.67,100.00%,公寓(5樓含以下無電梯),47,"一層,二層,陽臺,平台,騎樓/二層",房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,市場攤位;
松隆路,2019/9/24,180,67.4,2.67,100.00%,公寓(5樓含以下無電梯),46,"一層,二層,陽臺,平台,騎樓/二層",房地(土地+建物),土:2 建:1車:0,,,無,無,商業用,市場攤位;
松隆路,2019/8/26,1230,71.7,17.15,100.00%,公寓(5樓含以下無電梯),46,三層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,,住家用,含增建或未登記建物。;
松隆路,2023/8/29,1000,36.2,27.64,75.38%,公寓(5樓含以下無電梯),45,一層/五層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
松隆路,2021/12/14,1700,59.3,28.64,88.69%,公寓(5樓含以下無電梯),45,三層/四層,房地(土地+建物),土:2 建:1車:0,4房2廳1衛,,無,無,住家用,
松隆路,2020/3/24,1350,50.6,26.7,100.00%,公寓(5樓含以下無電梯),45,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,,住家用,含增建或未登記建物。;
松隆路,2022/4/12,1700,64.6,26.31,83.75%,公寓(5樓含以下無電梯),44,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
松隆路,2023/12/30,3800,109.4,34.75,76.40%,公寓(5樓含以下無電梯),43,"一層,停車場/五層",房地(土地+建物),土:2 建:1車:0,2衛,,無,無,其他,另有一間地下室(一室)其他增建;
松隆路,2023/11/21,3268,115.8,28.23,88.52%,公寓(5樓含以下無電梯),43,一層/五層,房地(土地+建物),土:1 建:1車:0,1廳,,無,無,住家用,平台外移，空地加蓋之增建物其他增建;
松隆路,2021/12/14,1635,66,24.77,88.70%,公寓(5樓含以下無電梯),43,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
松隆路,2020/8/25,1100,61.1,18.01,87.74%,公寓(5樓含以下無電梯),43,三層/四層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
松隆路,2024/1/10,1200,27.5,43.56,81.56%,華廈(10層含以下有電梯),42,六層/七層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松隆路,2023/11/8,3150,75.7,41.59,83.37%,華廈(10層含以下有電梯),42,四層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,"前陽台外推前,後陽鐵鋁窗陽台外推;"
松隆路,2022/11/29,1880,66.6,28.23,88.52%,公寓(5樓含以下無電梯),42,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
松隆路,2020/5/2,1520,57.8,26.31,83.75%,公寓(5樓含以下無電梯),42,三層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,陽台外推;其他增建;
松隆路,2024/1/18,4500,115.5,38.97,81.55%,公寓(5樓含以下無電梯),41,一層/五層,房地(土地+建物),土:1 建:1車:0,,,無,無,住家用,未登記建物;
松隆路,2023/3/15,2200,51.5,42.72,79.07%,公寓(5樓含以下無電梯),41,四層/五層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;
松隆路,2022/10/21,2280,53.4,42.72,79.07%,公寓(5樓含以下無電梯),41,三層/五層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,
松隆路,2021/11/2,2168,59.6,36.38,76.50%,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),土:2 建:1車:0,6房4廳2衛,,無,無,住家用,頂樓加蓋;
松隆路,2021/9/27,1740,56.4,30.86,85.12%,公寓(5樓含以下無電梯),41,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
松隆路,2021/6/16,1800,63,28.58,86.56%,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,
松隆路,2020/2/12,1535,56.8,27.03,83.99%,公寓(5樓含以下無電梯),41,二層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,,住家用,
松隆路,2019/10/1,1100,41.3,26.65,83.78%,公寓(5樓含以下無電梯),41,三層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,,住家用,
松隆路,2019/3/22,1650,63.1,26.15,84.15%,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),土:3 建:1車:0,7房2廳4衛,,無,,住家用,含頂樓增建
松隆路,2023/12/20,1970,56.6,34.82,78.49%,公寓(5樓含以下無電梯),40,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
松隆路,2023/6/17,3300,74.9,44.04,77.12%,華廈(10層含以下有電梯),40,五層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;
松隆路,2023/3/23,3398,72.4,46.93,69.73%,華廈(10層含以下有電梯),40,五層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,
松隆路,2021/6/29,3150,62.1,50.69,72.88%,華廈(10層含以下有電梯),40,七層/七層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,有,住家用,
松隆路,2021/6/5,1800,96.8,18.59,71.47%,公寓(5樓含以下無電梯),40,一層/五層,房地(土地+建物),土:4 建:1車:0,,,無,無,住家用,平台其他增建;
松隆路,2019/1/15,1288,52,24.77,88.70%,公寓(5樓含以下無電梯),40,三層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,,住家用,
松隆路,2023/10/17,2638,78.7,33.53,80.91%,公寓(5樓含以下無電梯),39,五層/五層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,頂樓加蓋;
松隆路,2023/8/18,2080,61.9,33.58,80.77%,公寓(5樓含以下無電梯),39,五層/五層,房地(土地+建物),土:2 建:1車:0,6房4廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;
松隆路,2023/8/7,5600,107.3,52.19,50.92%,公寓(5樓含以下無電梯),39,"一層,停車場/五層",房地(土地+建物),土:2 建:1車:0,2房2衛,,無,無,其他,
松隆路,2023/8/3,1570,59.3,26.49,79.79%,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,
松隆路,2023/5/30,2850,96,29.68,82.49%,華廈(10層含以下有電梯),39,一層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,商業用,其他增建;
松隆路,2021/12/16,3000,63.9,46.93,69.73%,華廈(10層含以下有電梯),39,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;
松隆路,2020/10/23,1425,76.6,18.59,71.47%,公寓(5樓含以下無電梯),39,一層/五層,房地(土地+建物),土:4 建:1車:0,1房1廳1衛,,無,無,住家用,
松隆路,2019/11/29,1100,41.4,26.57,74.15%,公寓(5樓含以下無電梯),39,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳3衛,,無,,住家用,親友、員工或其他特殊關係間之交易。;
松隆路,2019/11/7,1250,57.3,21.83,76.50%,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,,住家用,親友、員工或其他特殊關係間之交易。;
松隆路,2019/5/6,3350,94.7,35.38,,店面（店舖),39,一層/五層,房地(土地+建物),土:1 建:1車:0,4房1廳1衛,,無,,住家用,含增建或未登記建物。;
